Sample,Assay,Platform,ht,ht_bin,qPCR,qPCR_bin
WA_112015_HAMI_03,PALA,ht,4,1,NA,NA
WA_112015_HAMI_03,PINK,ht,0,0,NA,NA
WA_112015_HAMI_03,RNBT,ht,4,1,NA,NA
WA_112015_HAMI_03,SOCK,ht,0,0,NA,NA
WA_112015_HAMI_04,BRKT,ht,0,0,NA,NA
WA_112015_HAMI_04,BUL2,ht,0,0,NA,NA
WA_112015_HAMI_04,CCUT,ht,0,0,NA,NA
WA_112015_HAMI_04,CHIN,ht,4,1,NA,NA
WA_112015_HAMI_04,CHUM,ht,4,1,3,1
WA_112015_HAMI_04,COHO,ht,4,1,NA,NA
WA_112015_HAMI_04,PALA,ht,4,1,NA,NA
WA_112015_HAMI_04,PINK,ht,0,0,NA,NA
WA_112015_HAMI_04,RNBT,ht,4,1,NA,NA
WA_112015_HAMI_04,SOCK,ht,0,0,NA,NA
100112,BRKT,ht,0,0,0,0
100112,BUL2,ht,0,0,NA,NA
100112,CCUT,ht,0,0,NA,NA
100112,CHIN,ht,0,0,NA,NA
100112,CHUM,ht,0,0,NA,NA
100112,COHO,ht,0,0,NA,NA
100112,PALA,ht,0,0,NA,NA
100112,PINK,ht,0,0,NA,NA
100112,RNBT,ht,4,1,NA,NA
100112,SOCK,ht,0,0,NA,NA
100113,BRKT,ht,4,1,3,1
100113,BUL2,ht,0,0,NA,NA
100113,CCUT,ht,0,0,NA,NA
100113,CHIN,ht,0,0,NA,NA
100113,CHUM,ht,0,0,NA,NA
100113,COHO,ht,0,0,NA,NA
100113,PALA,ht,0,0,NA,NA
100113,PINK,ht,0,0,NA,NA
100113,RNBT,ht,0,0,NA,NA
100113,SOCK,ht,0,0,NA,NA
100114,BRKT,ht,4,1,3,1
100114,BUL2,ht,0,0,NA,NA
100114,CCUT,ht,0,0,NA,NA
100114,CHIN,ht,0,0,NA,NA
100114,CHUM,ht,0,0,NA,NA
100114,COHO,ht,0,0,NA,NA
100114,PALA,ht,0,0,NA,NA
100114,PINK,ht,0,0,NA,NA
100114,RNBT,ht,0,0,NA,NA
100114,SOCK,ht,0,0,NA,NA
100115,BRKT,ht,4,1,3,1
100115,BUL2,ht,0,0,NA,NA
100115,CCUT,ht,0,0,NA,NA
100115,CHIN,ht,0,0,NA,NA
100115,CHUM,ht,0,0,NA,NA
100115,COHO,ht,0,0,NA,NA
100115,PALA,ht,0,0,NA,NA
100115,PINK,ht,0,0,NA,NA
100115,RNBT,ht,0,0,NA,NA
100115,SOCK,ht,0,0,NA,NA
100116,BRKT,ht,0,0,0,0
100116,BUL2,ht,0,0,NA,NA
100116,CCUT,ht,0,0,NA,NA
100116,CHIN,ht,0,0,NA,NA
100116,CHUM,ht,0,0,NA,NA
100116,COHO,ht,0,0,NA,NA
100116,PALA,ht,0,0,NA,NA
100116,PINK,ht,0,0,NA,NA
100116,RNBT,ht,1,0,NA,NA
100116,SOCK,ht,1,0,NA,NA
100117,BRKT,ht,0,0,0,0
100117,BUL2,ht,0,0,NA,NA
100117,CCUT,ht,0,0,NA,NA
100117,CHIN,ht,0,0,NA,NA
100117,CHUM,ht,0,0,NA,NA
100117,COHO,ht,0,0,NA,NA
100117,PALA,ht,0,0,NA,NA
100117,PINK,ht,0,0,NA,NA
100117,RNBT,ht,0,0,NA,NA
100117,SOCK,ht,0,0,NA,NA
100118,BRKT,ht,0,0,0,0
100118,BUL2,ht,0,0,NA,NA
100118,CCUT,ht,0,0,NA,NA
100118,CHIN,ht,0,0,NA,NA
100118,CHUM,ht,0,0,NA,NA
100118,COHO,ht,1,0,NA,NA
100118,PALA,ht,0,0,NA,NA
100118,PINK,ht,0,0,NA,NA
100118,RNBT,ht,0,0,NA,NA
100118,SOCK,ht,0,0,NA,NA
100119,BRKT,ht,0,0,0,0
100119,BUL2,ht,0,0,NA,NA
100119,CCUT,ht,0,0,NA,NA
100119,CHIN,ht,0,0,NA,NA
100119,CHUM,ht,0,0,NA,NA
100119,COHO,ht,0,0,NA,NA
100119,PALA,ht,0,0,NA,NA
100119,PINK,ht,0,0,NA,NA
100119,RNBT,ht,0,0,NA,NA
100119,SOCK,ht,0,0,NA,NA
100120,BRKT,ht,0,0,0,0
100120,BUL2,ht,0,0,NA,NA
100120,CCUT,ht,0,0,NA,NA
100120,CHIN,ht,0,0,NA,NA
100120,CHUM,ht,0,0,NA,NA
100120,COHO,ht,0,0,0,0
100120,PALA,ht,0,0,NA,NA
100120,PINK,ht,0,0,NA,NA
100120,RNBT,ht,0,0,NA,NA
100120,SOCK,ht,0,0,NA,NA
100121,BRKT,ht,0,0,0,0
100121,BUL2,ht,0,0,NA,NA
100121,CCUT,ht,0,0,NA,NA
100121,CHIN,ht,0,0,NA,NA
100121,CHUM,ht,0,0,NA,NA
100121,COHO,ht,0,0,NA,NA
100121,PALA,ht,0,0,NA,NA
100121,PINK,ht,0,0,NA,NA
100121,RNBT,ht,0,0,NA,NA
100121,SOCK,ht,0,0,NA,NA
100122,BRKT,ht,0,0,0,0
100122,BUL2,ht,0,0,NA,NA
100122,CCUT,ht,0,0,NA,NA
100122,CHIN,ht,0,0,NA,NA
100122,CHUM,ht,0,0,NA,NA
100122,COHO,ht,0,0,NA,NA
100122,PALA,ht,0,0,NA,NA
100122,PINK,ht,0,0,NA,NA
100122,RNBT,ht,0,0,NA,NA
100122,SOCK,ht,0,0,NA,NA
100123,BRKT,ht,4,1,3,1
100123,BUL2,ht,0,0,NA,NA
100123,CCUT,ht,0,0,NA,NA
100123,CHIN,ht,0,0,NA,NA
100123,CHUM,ht,0,0,NA,NA
100123,COHO,ht,0,0,NA,NA
100123,PALA,ht,1,0,NA,NA
100123,PINK,ht,0,0,NA,NA
100123,RNBT,ht,0,0,NA,NA
100123,SOCK,ht,0,0,NA,NA
101971,BRKT,ht,4,1,3,1
101971,BUL2,ht,4,1,NA,NA
101971,CCUT,ht,0,0,NA,NA
101971,CHIN,ht,0,0,NA,NA
101971,CHUM,ht,0,0,NA,NA
101971,COHO,ht,0,0,NA,NA
101971,PALA,ht,0,0,NA,NA
101971,PINK,ht,0,0,0,0
101971,RNBT,ht,0,0,NA,NA
101971,SOCK,ht,0,0,NA,NA
101973,BRKT,ht,4,1,3,1
101973,BUL2,ht,4,1,NA,NA
101973,CCUT,ht,0,0,NA,NA
101973,CHIN,ht,0,0,NA,NA
101973,CHUM,ht,0,0,NA,NA
101973,COHO,ht,0,0,NA,NA
101973,PALA,ht,0,0,NA,NA
101973,PINK,ht,0,0,0,0
101973,RNBT,ht,0,0,NA,NA
101973,SOCK,ht,0,0,NA,NA
101976,BRKT,ht,4,1,NA,NA
101976,BUL2,ht,4,1,NA,NA
101976,CCUT,ht,0,0,NA,NA
101976,CHIN,ht,0,0,NA,NA
101976,CHUM,ht,0,0,NA,NA
101976,COHO,ht,0,0,NA,NA
101976,PALA,ht,0,0,NA,NA
101976,PINK,ht,1,0,0,0
101976,RNBT,ht,0,0,NA,NA
101976,SOCK,ht,0,0,NA,NA
101977,BRKT,ht,4,1,NA,NA
101977,BUL2,ht,4,1,NA,NA
101977,CCUT,ht,0,0,NA,NA
101977,CHIN,ht,0,0,NA,NA
101977,CHUM,ht,1,0,NA,NA
101977,COHO,ht,0,0,NA,NA
101977,PALA,ht,0,0,NA,NA
101977,PINK,ht,0,0,0,0
101977,RNBT,ht,1,0,NA,NA
101977,SOCK,ht,1,0,NA,NA
101978,BRKT,ht,4,1,NA,NA
101978,BUL2,ht,4,1,NA,NA
101978,CCUT,ht,0,0,NA,NA
101978,CHIN,ht,0,0,NA,NA
101978,CHUM,ht,0,0,NA,NA
101978,COHO,ht,0,0,NA,NA
101978,PALA,ht,0,0,NA,NA
101978,PINK,ht,0,0,0,0
101978,RNBT,ht,0,0,NA,NA
101978,SOCK,ht,0,0,NA,NA
102002,BRKT,ht,4,1,NA,NA
102002,BUL2,ht,4,1,NA,NA
102002,CCUT,ht,0,0,NA,NA
102002,CHIN,ht,0,0,NA,NA
102002,CHUM,ht,0,0,NA,NA
102002,COHO,ht,0,0,NA,NA
102002,PALA,ht,0,0,NA,NA
102002,PINK,ht,0,0,0,0
102002,RNBT,ht,0,0,NA,NA
102002,SOCK,ht,0,0,NA,NA
102003,BRKT,ht,4,1,NA,NA
102003,BUL2,ht,4,1,NA,NA
102003,CCUT,ht,0,0,NA,NA
102003,CHIN,ht,0,0,NA,NA
102003,CHUM,ht,0,0,NA,NA
102003,COHO,ht,0,0,NA,NA
102003,PALA,ht,0,0,NA,NA
102003,PINK,ht,0,0,0,0
102003,RNBT,ht,0,0,NA,NA
102003,SOCK,ht,0,0,NA,NA
102004,BRKT,ht,4,1,NA,NA
102004,BUL2,ht,4,1,NA,NA
102004,CCUT,ht,0,0,NA,NA
102004,CHIN,ht,0,0,NA,NA
102004,CHUM,ht,0,0,NA,NA
102004,COHO,ht,0,0,0,0
102004,PALA,ht,0,0,NA,NA
102004,PINK,ht,0,0,0,0
102004,RNBT,ht,0,0,NA,NA
102004,SOCK,ht,0,0,NA,NA
AK_082218_KKPR_10,BRKT,ht,0,0,NA,NA
AK_082218_KKPR_10,BUL2,ht,0,0,NA,NA
AK_082218_KKPR_10,CCUT,ht,0,0,0,0
AK_082218_KKPR_10,CHIN,ht,0,0,0,0
AK_082218_KKPR_10,CHUM,ht,4,1,12,1
AK_082218_KKPR_10,COHO,ht,0,0,0,0
AK_082218_KKPR_10,PALA,ht,0,0,NA,NA
AK_082218_KKPR_10,PINK,ht,0,0,NA,NA
AK_082218_KKPR_10,RNBT,ht,0,0,NA,NA
AK_082218_KKPR_10,SOCK,ht,0,0,NA,NA
AK_082716_APLT_01,BRKT,ht,1,0,NA,NA
AK_082716_APLT_01,BUL2,ht,0,0,NA,NA
AK_082716_APLT_01,CCUT,ht,0,0,NA,NA
AK_082716_APLT_01,CHIN,ht,1,0,NA,NA
AK_082716_APLT_01,CHUM,ht,0,0,0,0
AK_082716_APLT_01,COHO,ht,4,1,3,1
AK_082716_APLT_01,PALA,ht,0,0,NA,NA
AK_082716_APLT_01,PINK,ht,0,0,0,0
AK_082716_APLT_01,RNBT,ht,4,1,NA,NA
AK_082716_APLT_01,SOCK,ht,0,0,NA,NA
AK_082716_APLT_02,BRKT,ht,1,0,NA,NA
AK_082716_APLT_02,BUL2,ht,0,0,NA,NA
AK_082716_APLT_02,CCUT,ht,0,0,NA,NA
AK_082716_APLT_02,CHIN,ht,0,0,NA,NA
AK_082716_APLT_02,CHUM,ht,0,0,0,0
AK_082716_APLT_02,COHO,ht,4,1,2,1
AK_082716_APLT_02,PALA,ht,0,0,NA,NA
AK_082716_APLT_02,PINK,ht,4,1,3,1
AK_082716_APLT_02,RNBT,ht,0,0,NA,NA
AK_082716_APLT_02,SOCK,ht,0,0,NA,NA
AK_082716_APLT_03,BRKT,ht,0,0,NA,NA
AK_082716_APLT_03,BUL2,ht,0,0,NA,NA
AK_082716_APLT_03,CCUT,ht,0,0,NA,NA
AK_082716_APLT_03,CHIN,ht,0,0,NA,NA
AK_082716_APLT_03,CHUM,ht,0,0,0,0
AK_082716_APLT_03,COHO,ht,4,1,3,1
AK_082716_APLT_03,PALA,ht,0,0,NA,NA
AK_082716_APLT_03,PINK,ht,0,0,0,0
AK_082716_APLT_03,RNBT,ht,0,0,NA,NA
AK_082716_APLT_03,SOCK,ht,0,0,NA,NA
AK_082716_APLT_04,BRKT,ht,0,0,NA,NA
AK_082716_APLT_04,BUL2,ht,0,0,NA,NA
AK_082716_APLT_04,CCUT,ht,0,0,NA,NA
AK_082716_APLT_04,CHIN,ht,0,0,NA,NA
AK_082716_APLT_04,CHUM,ht,1,0,0,0
AK_082716_APLT_04,COHO,ht,0,0,1,1
AK_082716_APLT_04,PALA,ht,0,0,NA,NA
AK_082716_APLT_04,PINK,ht,4,1,2,1
AK_082716_APLT_04,RNBT,ht,0,0,NA,NA
AK_082716_APLT_04,SOCK,ht,0,0,NA,NA
AK_091120_REDL_02,BRKT,ht,0,0,NA,NA
AK_091120_REDL_02,BUL2,ht,0,0,NA,NA
AK_091120_REDL_02,CCUT,ht,0,0,NA,NA
AK_091120_REDL_02,CHIN,ht,0,0,NA,NA
AK_091120_REDL_02,CHUM,ht,0,0,NA,NA
AK_091120_REDL_02,COHO,ht,4,1,3,1
AK_091120_REDL_02,PALA,ht,0,0,NA,NA
AK_091120_REDL_02,PINK,ht,4,1,1,1
AK_091120_REDL_02,RNBT,ht,0,0,NA,NA
AK_091120_REDL_02,SOCK,ht,4,1,3,1
AK_091120_REDL_03,BRKT,ht,0,0,NA,NA
AK_091120_REDL_03,BUL2,ht,0,0,NA,NA
AK_091120_REDL_03,CCUT,ht,0,0,NA,NA
AK_091120_REDL_03,CHIN,ht,0,0,NA,NA
AK_091120_REDL_03,CHUM,ht,4,1,NA,NA
AK_091120_REDL_03,COHO,ht,4,1,NA,NA
AK_091120_REDL_03,PALA,ht,0,0,NA,NA
AK_091120_REDL_03,PINK,ht,4,1,3,1
AK_091120_REDL_03,RNBT,ht,4,1,NA,NA
AK_091120_REDL_03,SOCK,ht,4,1,3,1
AK_092518_SF1_02,BRKT,ht,0,0,NA,NA
AK_092518_SF1_02,BUL2,ht,0,0,NA,NA
AK_092518_SF1_02,CCUT,ht,0,0,0,0
AK_092518_SF1_02,CHIN,ht,0,0,0,0
AK_092518_SF1_02,CHUM,ht,4,1,3,1
AK_092518_SF1_02,COHO,ht,0,0,0,0
AK_092518_SF1_02,PALA,ht,0,0,NA,NA
AK_092518_SF1_02,PINK,ht,0,0,NA,NA
AK_092518_SF1_02,RNBT,ht,0,0,NA,NA
AK_092518_SF1_02,SOCK,ht,0,0,0,0
AK_092518_SF2_03,BRKT,ht,0,0,NA,NA
AK_092518_SF2_03,BUL2,ht,0,0,NA,NA
AK_092518_SF2_03,CCUT,ht,0,0,NA,NA
AK_092518_SF2_03,CHIN,ht,0,0,0,0
AK_092518_SF2_03,CHUM,ht,4,1,3,1
AK_092518_SF2_03,COHO,ht,0,0,0,0
AK_092518_SF2_03,PALA,ht,0,0,NA,NA
AK_092518_SF2_03,PINK,ht,0,0,NA,NA
AK_092518_SF2_03,RNBT,ht,0,0,NA,NA
AK_092518_SF2_03,SOCK,ht,0,0,0,0
AK_093018_SF3_06,BRKT,ht,0,0,NA,NA
AK_093018_SF3_06,BUL2,ht,0,0,NA,NA
AK_093018_SF3_06,CCUT,ht,0,0,NA,NA
AK_093018_SF3_06,CHIN,ht,4,1,2,1
AK_093018_SF3_06,CHUM,ht,4,1,3,1
AK_093018_SF3_06,COHO,ht,0,0,0,0
AK_093018_SF3_06,PALA,ht,0,0,NA,NA
AK_093018_SF3_06,PINK,ht,0,0,NA,NA
AK_093018_SF3_06,RNBT,ht,0,0,NA,NA
AK_093018_SF3_06,SOCK,ht,0,0,NA,NA
AK_112019_MEBR_01,BRKT,ht,1,0,NA,NA
AK_112019_MEBR_01,BUL2,ht,0,0,NA,NA
AK_112019_MEBR_01,CCUT,ht,0,0,NA,NA
AK_112019_MEBR_01,CHIN,ht,0,0,NA,NA
AK_112019_MEBR_01,CHUM,ht,0,0,NA,NA
AK_112019_MEBR_01,COHO,ht,3,1,2,1
AK_112019_MEBR_01,PALA,ht,0,0,NA,NA
AK_112019_MEBR_01,PINK,ht,0,0,0,0
AK_112019_MEBR_01,RNBT,ht,2,1,2,1
AK_112019_MEBR_01,SOCK,ht,1,0,NA,NA
AK_112019_MEBR_02,BRKT,ht,0,0,NA,NA
AK_112019_MEBR_02,BUL2,ht,0,0,NA,NA
AK_112019_MEBR_02,CCUT,ht,0,0,NA,NA
AK_112019_MEBR_02,CHIN,ht,0,0,NA,NA
AK_112019_MEBR_02,CHUM,ht,0,0,NA,NA
AK_112019_MEBR_02,COHO,ht,0,0,3,1
AK_112019_MEBR_02,PALA,ht,0,0,NA,NA
AK_112019_MEBR_02,PINK,ht,2,1,1,1
AK_112019_MEBR_02,RNBT,ht,1,0,2,1
AK_112019_MEBR_02,SOCK,ht,0,0,NA,NA
ID_081016_OHA_07,BRKT,ht,0,0,NA,NA
ID_081016_OHA_07,BUL2,ht,0,0,NA,NA
ID_081016_OHA_07,CCUT,ht,0,0,NA,NA
ID_081016_OHA_07,CHIN,ht,4,1,3,1
ID_081016_OHA_07,CHUM,ht,1,0,NA,NA
ID_081016_OHA_07,COHO,ht,2,1,NA,NA
ID_081016_OHA_07,PALA,ht,0,0,0,0
ID_081016_OHA_07,PINK,ht,2,1,NA,NA
ID_081016_OHA_07,RNBT,ht,4,1,3,1
ID_081016_OHA_07,SOCK,ht,2,1,NA,NA
OR_082620_BOUC_03,BRKT,ht,0,0,NA,NA
OR_082620_BOUC_03,BUL2,ht,0,0,NA,NA
OR_082620_BOUC_03,CCUT,ht,4,1,3,1
OR_082620_BOUC_03,CHIN,ht,0,0,0,0
OR_082620_BOUC_03,CHUM,ht,0,0,NA,NA
OR_082620_BOUC_03,COHO,ht,0,0,NA,NA
OR_082620_BOUC_03,PALA,ht,0,0,0,0
OR_082620_BOUC_03,PINK,ht,0,0,NA,NA
OR_082620_BOUC_03,RNBT,ht,4,1,3,1
OR_082620_BOUC_03,SOCK,ht,0,0,NA,NA
OR_082620_BOUC_04,BRKT,ht,0,0,NA,NA
OR_082620_BOUC_04,BUL2,ht,0,0,NA,NA
OR_082620_BOUC_04,CCUT,ht,4,1,3,1
OR_082620_BOUC_04,CHIN,ht,0,0,NA,NA
OR_082620_BOUC_04,CHUM,ht,0,0,NA,NA
OR_082620_BOUC_04,COHO,ht,0,0,NA,NA
OR_082620_BOUC_04,PALA,ht,0,0,0,0
OR_082620_BOUC_04,PINK,ht,0,0,NA,NA
OR_082620_BOUC_04,RNBT,ht,4,1,3,1
OR_082620_BOUC_04,SOCK,ht,0,0,NA,NA
OR_112215_EAGL_01,BRKT,ht,4,1,NA,NA
OR_112215_EAGL_01,BUL2,ht,0,0,NA,NA
OR_112215_EAGL_01,CCUT,ht,0,0,NA,NA
OR_112215_EAGL_01,CHIN,ht,4,1,NA,NA
OR_112215_EAGL_01,CHUM,ht,4,1,3,1
OR_112215_EAGL_01,COHO,ht,4,1,NA,NA
OR_112215_EAGL_01,PALA,ht,3,1,NA,NA
OR_112215_EAGL_01,PINK,ht,0,0,NA,NA
OR_112215_EAGL_01,RNBT,ht,4,1,NA,NA
OR_112215_EAGL_01,SOCK,ht,0,0,NA,NA
OR_120115_HOOD_01D_1,BRKT,ht,4,1,NA,NA
OR_120115_HOOD_01D_1,BUL2,ht,4,1,NA,NA
OR_120115_HOOD_01D_1,CCUT,ht,2,1,NA,NA
OR_120115_HOOD_01D_1,CHIN,ht,4,1,NA,NA
OR_120115_HOOD_01D_1,CHUM,ht,4,1,3,1
OR_120115_HOOD_01D_1,COHO,ht,4,1,NA,NA
OR_120115_HOOD_01D_1,PALA,ht,4,1,NA,NA
OR_120115_HOOD_01D_1,PINK,ht,3,1,NA,NA
OR_120115_HOOD_01D_1,RNBT,ht,4,1,NA,NA
OR_120115_HOOD_01D_1,SOCK,ht,3,1,NA,NA
OR_120115_HOOD_01D_2,BRKT,ht,4,1,NA,NA
OR_120115_HOOD_01D_2,BUL2,ht,4,1,NA,NA
OR_120115_HOOD_01D_2,CCUT,ht,2,1,NA,NA
OR_120115_HOOD_01D_2,CHIN,ht,4,1,NA,NA
OR_120115_HOOD_01D_2,CHUM,ht,4,1,3,1
OR_120115_HOOD_01D_2,COHO,ht,4,1,NA,NA
OR_120115_HOOD_01D_2,PALA,ht,4,1,NA,NA
OR_120115_HOOD_01D_2,PINK,ht,0,0,NA,NA
OR_120115_HOOD_01D_2,RNBT,ht,4,1,NA,NA
OR_120115_HOOD_01D_2,SOCK,ht,4,1,NA,NA
WA_020217_SWF_05,BRKT,ht,0,0,NA,NA
WA_020217_SWF_05,BUL2,ht,0,0,NA,NA
WA_020217_SWF_05,CCUT,ht,4,1,3,1
WA_020217_SWF_05,CHIN,ht,0,0,NA,NA
WA_020217_SWF_05,CHUM,ht,0,0,NA,NA
WA_020217_SWF_05,COHO,ht,0,0,NA,NA
WA_020217_SWF_05,PALA,ht,4,1,0,0
WA_020217_SWF_05,PINK,ht,0,0,NA,NA
WA_020217_SWF_05,RNBT,ht,0,0,0,0
WA_020217_SWF_05,SOCK,ht,0,0,NA,NA
WA_022818_SANJ_05,BRKT,ht,0,0,NA,NA
WA_022818_SANJ_05,BUL2,ht,0,0,NA,NA
WA_022818_SANJ_05,CCUT,ht,4,1,3,1
WA_022818_SANJ_05,CHIN,ht,0,0,NA,NA
WA_022818_SANJ_05,CHUM,ht,0,0,NA,NA
WA_022818_SANJ_05,COHO,ht,4,1,NA,NA
WA_022818_SANJ_05,PALA,ht,0,0,0,0
WA_022818_SANJ_05,PINK,ht,0,0,NA,NA
WA_022818_SANJ_05,RNBT,ht,0,0,NA,NA
WA_022818_SANJ_05,SOCK,ht,0,0,NA,NA
WA_030719_ELIS_SS03,BRKT,ht,0,0,NA,NA
WA_030719_ELIS_SS03,BUL2,ht,0,0,NA,NA
WA_030719_ELIS_SS03,CCUT,ht,4,1,3,1
WA_030719_ELIS_SS03,CHIN,ht,0,0,NA,NA
WA_030719_ELIS_SS03,CHUM,ht,4,1,NA,NA
WA_030719_ELIS_SS03,COHO,ht,4,1,3,1
WA_030719_ELIS_SS03,PALA,ht,0,0,NA,NA
WA_030719_ELIS_SS03,PINK,ht,0,0,NA,NA
WA_030719_ELIS_SS03,RNBT,ht,4,1,NA,NA
WA_030719_ELIS_SS03,SOCK,ht,1,0,NA,NA
WA_030719_GREN_SS01,BRKT,ht,0,0,NA,NA
WA_030719_GREN_SS01,BUL2,ht,0,0,NA,NA
WA_030719_GREN_SS01,CCUT,ht,3,1,3,1
WA_030719_GREN_SS01,CHIN,ht,0,0,NA,NA
WA_030719_GREN_SS01,CHUM,ht,4,1,NA,NA
WA_030719_GREN_SS01,COHO,ht,0,0,3,1
WA_030719_GREN_SS01,PALA,ht,0,0,0,0
WA_030719_GREN_SS01,PINK,ht,0,0,NA,NA
WA_030719_GREN_SS01,RNBT,ht,0,0,NA,NA
WA_030719_GREN_SS01,SOCK,ht,0,0,NA,NA
WA_033017_MAL_51,BRKT,ht,0,0,NA,NA
WA_033017_MAL_51,BUL2,ht,0,0,NA,NA
WA_033017_MAL_51,CCUT,ht,4,1,3,1
WA_033017_MAL_51,CHIN,ht,0,0,1,1
WA_033017_MAL_51,CHUM,ht,3,1,NA,NA
WA_033017_MAL_51,COHO,ht,4,1,NA,NA
WA_033017_MAL_51,PALA,ht,0,0,NA,NA
WA_033017_MAL_51,PINK,ht,0,0,NA,NA
WA_033017_MAL_51,RNBT,ht,4,1,3,1
WA_033017_MAL_51,SOCK,ht,0,0,NA,NA
WA_033116_GC_01,BRKT,ht,0,0,NA,NA
WA_033116_GC_01,BUL2,ht,0,0,NA,NA
WA_033116_GC_01,CCUT,ht,4,1,3,1
WA_033116_GC_01,CHIN,ht,0,0,NA,NA
WA_033116_GC_01,CHUM,ht,4,1,NA,NA
WA_033116_GC_01,COHO,ht,4,1,NA,NA
WA_033116_GC_01,PALA,ht,0,0,NA,NA
WA_033116_GC_01,PINK,ht,0,0,NA,NA
WA_033116_GC_01,RNBT,ht,2,1,NA,NA
WA_033116_GC_01,SOCK,ht,0,0,NA,NA
WA_040116_GC_02,BRKT,ht,0,0,NA,NA
WA_040116_GC_02,BUL2,ht,0,0,NA,NA
WA_040116_GC_02,CCUT,ht,4,1,3,1
WA_040116_GC_02,CHIN,ht,0,0,NA,NA
WA_040116_GC_02,CHUM,ht,4,1,NA,NA
WA_040116_GC_02,COHO,ht,3,1,NA,NA
WA_040116_GC_02,PALA,ht,0,0,NA,NA
WA_040116_GC_02,PINK,ht,0,0,NA,NA
WA_040116_GC_02,RNBT,ht,4,1,NA,NA
WA_040116_GC_02,SOCK,ht,0,0,NA,NA
WA_040116_GC_03,BRKT,ht,0,0,NA,NA
WA_040116_GC_03,BUL2,ht,0,0,NA,NA
WA_040116_GC_03,CCUT,ht,3,1,3,1
WA_040116_GC_03,CHIN,ht,0,0,NA,NA
WA_040116_GC_03,CHUM,ht,4,1,NA,NA
WA_040116_GC_03,COHO,ht,3,1,NA,NA
WA_040116_GC_03,PALA,ht,0,0,NA,NA
WA_040116_GC_03,PINK,ht,0,0,NA,NA
WA_040116_GC_03,RNBT,ht,3,1,NA,NA
WA_040116_GC_03,SOCK,ht,0,0,NA,NA
WA_041017_MCLN_62,BRKT,ht,0,0,NA,NA
WA_041017_MCLN_62,BUL2,ht,0,0,NA,NA
WA_041017_MCLN_62,CCUT,ht,4,1,3,1
WA_041017_MCLN_62,CHIN,ht,0,0,NA,NA
WA_041017_MCLN_62,CHUM,ht,4,1,NA,NA
WA_041017_MCLN_62,COHO,ht,4,1,NA,NA
WA_041017_MCLN_62,PALA,ht,0,0,0,0
WA_041017_MCLN_62,PINK,ht,0,0,NA,NA
WA_041017_MCLN_62,RNBT,ht,0,0,0,0
WA_041017_MCLN_62,SOCK,ht,0,0,NA,NA
WA_041017_MCLN_63,BRKT,ht,0,0,NA,NA
WA_041017_MCLN_63,BUL2,ht,0,0,NA,NA
WA_041017_MCLN_63,CCUT,ht,4,1,3,1
WA_041017_MCLN_63,CHIN,ht,0,0,0,0
WA_041017_MCLN_63,CHUM,ht,4,1,NA,NA
WA_041017_MCLN_63,COHO,ht,4,1,NA,NA
WA_041017_MCLN_63,PALA,ht,0,0,0,0
WA_041017_MCLN_63,PINK,ht,0,0,NA,NA
WA_041017_MCLN_63,RNBT,ht,2,1,0,0
WA_041017_MCLN_63,SOCK,ht,0,0,NA,NA
WA_041816_MCLN_01,BRKT,ht,0,0,NA,NA
WA_041816_MCLN_01,BUL2,ht,0,0,NA,NA
WA_041816_MCLN_01,CCUT,ht,4,1,3,1
WA_041816_MCLN_01,CHIN,ht,0,0,NA,NA
WA_041816_MCLN_01,CHUM,ht,4,1,NA,NA
WA_041816_MCLN_01,COHO,ht,0,0,NA,NA
WA_041816_MCLN_01,PALA,ht,0,0,NA,NA
WA_041816_MCLN_01,PINK,ht,0,0,NA,NA
WA_041816_MCLN_01,RNBT,ht,4,1,NA,NA
WA_041816_MCLN_01,SOCK,ht,0,0,NA,NA
WA_041816_MCLN_02,BRKT,ht,0,0,NA,NA
WA_041816_MCLN_02,BUL2,ht,0,0,NA,NA
WA_041816_MCLN_02,CCUT,ht,4,1,3,1
WA_041816_MCLN_02,CHIN,ht,0,0,NA,NA
WA_041816_MCLN_02,CHUM,ht,4,1,NA,NA
WA_041816_MCLN_02,COHO,ht,4,1,NA,NA
WA_041816_MCLN_02,PALA,ht,0,0,NA,NA
WA_041816_MCLN_02,PINK,ht,0,0,NA,NA
WA_041816_MCLN_02,RNBT,ht,4,1,NA,NA
WA_041816_MCLN_02,SOCK,ht,0,0,NA,NA
WA_041816_MCLN_03,BRKT,ht,0,0,NA,NA
WA_041816_MCLN_03,BUL2,ht,0,0,NA,NA
WA_041816_MCLN_03,CCUT,ht,4,1,3,1
WA_041816_MCLN_03,CHIN,ht,0,0,NA,NA
WA_041816_MCLN_03,CHUM,ht,4,1,NA,NA
WA_041816_MCLN_03,COHO,ht,4,1,NA,NA
WA_041816_MCLN_03,PALA,ht,0,0,NA,NA
WA_041816_MCLN_03,PINK,ht,0,0,NA,NA
WA_041816_MCLN_03,RNBT,ht,0,0,NA,NA
WA_041816_MCLN_03,SOCK,ht,0,0,NA,NA
WA_041816_MCLN_04,BRKT,ht,0,0,NA,NA
WA_041816_MCLN_04,BUL2,ht,0,0,NA,NA
WA_041816_MCLN_04,CCUT,ht,4,1,3,1
WA_041816_MCLN_04,CHIN,ht,0,0,NA,NA
WA_041816_MCLN_04,CHUM,ht,4,1,NA,NA
