Sample,Assay,Platform,ht,ht_bin,qPCR,qPCR_bin
WA_092420_LGOC_25,CHIN,ht,0,0,NA,NA
WA_092420_LGOC_25,CHUM,ht,0,0,NA,NA
WA_092420_LGOC_25,COHO,ht,0,0,NA,NA
WA_092420_LGOC_25,PALA,ht,0,0,NA,NA
WA_092420_LGOC_25,PINK,ht,0,0,NA,NA
WA_092420_LGOC_25,RNBT,ht,0,0,NA,NA
WA_092420_LGOC_25,SOCK,ht,0,0,NA,NA
WA_092420_SMOT_49,BRKT,ht,4,1,NA,NA
WA_092420_SMOT_49,BUL2,ht,0,0,0,0
WA_092420_SMOT_49,CCUT,ht,0,0,NA,NA
WA_092420_SMOT_49,CHIN,ht,0,0,NA,NA
WA_092420_SMOT_49,CHUM,ht,0,0,NA,NA
WA_092420_SMOT_49,COHO,ht,0,0,NA,NA
WA_092420_SMOT_49,PALA,ht,0,0,NA,NA
WA_092420_SMOT_49,PINK,ht,0,0,NA,NA
WA_092420_SMOT_49,RNBT,ht,0,0,NA,NA
WA_092420_SMOT_49,SOCK,ht,0,0,NA,NA
WA_092420_WHSR_53,BRKT,ht,0,0,NA,NA
WA_092420_WHSR_53,BUL2,ht,0,0,0,0
WA_092420_WHSR_53,CCUT,ht,0,0,NA,NA
WA_092420_WHSR_53,CHIN,ht,0,0,NA,NA
WA_092420_WHSR_53,CHUM,ht,0,0,NA,NA
WA_092420_WHSR_53,COHO,ht,0,0,NA,NA
WA_092420_WHSR_53,PALA,ht,0,0,0,0
WA_092420_WHSR_53,PINK,ht,0,0,NA,NA
WA_092420_WHSR_53,RNBT,ht,4,1,NA,NA
WA_092420_WHSR_53,SOCK,ht,0,0,NA,NA
WA_092420_WHSR_55,BRKT,ht,0,0,NA,NA
WA_092420_WHSR_55,BUL2,ht,0,0,0,0
WA_092420_WHSR_55,CCUT,ht,0,0,NA,NA
WA_092420_WHSR_55,CHIN,ht,0,0,NA,NA
WA_092420_WHSR_55,CHUM,ht,0,0,NA,NA
WA_092420_WHSR_55,COHO,ht,0,0,NA,NA
WA_092420_WHSR_55,PALA,ht,0,0,NA,NA
WA_092420_WHSR_55,PINK,ht,0,0,NA,NA
WA_092420_WHSR_55,RNBT,ht,4,1,NA,NA
WA_092420_WHSR_55,SOCK,ht,0,0,NA,NA
WA_092420_WHSR_56,BRKT,ht,0,0,NA,NA
WA_092420_WHSR_56,BUL2,ht,0,0,0,0
WA_092420_WHSR_56,CCUT,ht,0,0,NA,NA
WA_092420_WHSR_56,CHIN,ht,0,0,NA,NA
WA_092420_WHSR_56,CHUM,ht,0,0,NA,NA
WA_092420_WHSR_56,COHO,ht,0,0,NA,NA
WA_092420_WHSR_56,PALA,ht,0,0,NA,NA
WA_092420_WHSR_56,PINK,ht,0,0,NA,NA
WA_092420_WHSR_56,RNBT,ht,4,1,NA,NA
WA_092420_WHSR_56,SOCK,ht,0,0,NA,NA
WA_092520_SMOC_44,BRKT,ht,4,1,NA,NA
WA_092520_SMOC_44,BUL2,ht,0,0,0,0
WA_092520_SMOC_44,CCUT,ht,0,0,NA,NA
WA_092520_SMOC_44,CHIN,ht,0,0,NA,NA
WA_092520_SMOC_44,CHUM,ht,0,0,NA,NA
WA_092520_SMOC_44,COHO,ht,0,0,NA,NA
WA_092520_SMOC_44,PALA,ht,0,0,NA,NA
WA_092520_SMOC_44,PINK,ht,0,0,NA,NA
WA_092520_SMOC_44,RNBT,ht,0,0,NA,NA
WA_092520_SMOC_44,SOCK,ht,0,0,NA,NA
WA_092520_SMOC_45,BRKT,ht,4,1,NA,NA
WA_092520_SMOC_45,BUL2,ht,0,0,0,0
WA_092520_SMOC_45,CCUT,ht,0,0,NA,NA
WA_092520_SMOC_45,CHIN,ht,0,0,NA,NA
WA_092520_SMOC_45,CHUM,ht,0,0,NA,NA
WA_092520_SMOC_45,COHO,ht,0,0,NA,NA
WA_092520_SMOC_45,PALA,ht,0,0,NA,NA
WA_092520_SMOC_45,PINK,ht,0,0,NA,NA
WA_092520_SMOC_45,RNBT,ht,0,0,NA,NA
WA_092520_SMOC_45,SOCK,ht,0,0,NA,NA
WA_092520_SMOC_48,BRKT,ht,4,1,NA,NA
WA_092520_SMOC_48,BUL2,ht,0,0,0,0
WA_092520_SMOC_48,CCUT,ht,0,0,NA,NA
WA_092520_SMOC_48,CHIN,ht,0,0,NA,NA
WA_092520_SMOC_48,CHUM,ht,0,0,NA,NA
WA_092520_SMOC_48,COHO,ht,0,0,NA,NA
WA_092520_SMOC_48,PALA,ht,0,0,NA,NA
WA_092520_SMOC_48,PINK,ht,0,0,NA,NA
WA_092520_SMOC_48,RNBT,ht,0,0,NA,NA
WA_092520_SMOC_48,SOCK,ht,0,0,NA,NA
WA_092820_SMOC_46,BRKT,ht,4,1,NA,NA
WA_092820_SMOC_46,BUL2,ht,0,0,0,0
WA_092820_SMOC_46,CCUT,ht,0,0,NA,NA
WA_092820_SMOC_46,CHIN,ht,0,0,NA,NA
WA_092820_SMOC_46,CHUM,ht,0,0,NA,NA
WA_092820_SMOC_46,COHO,ht,0,0,NA,NA
WA_092820_SMOC_46,PALA,ht,0,0,NA,NA
WA_092820_SMOC_46,PINK,ht,0,0,NA,NA
WA_092820_SMOC_46,RNBT,ht,0,0,NA,NA
WA_092820_SMOC_46,SOCK,ht,0,0,NA,NA
WA_092920_SMOT_50,BRKT,ht,0,0,NA,NA
WA_092920_SMOT_50,BUL2,ht,0,0,0,0
WA_092920_SMOT_50,CCUT,ht,0,0,NA,NA
WA_092920_SMOT_50,CHIN,ht,0,0,NA,NA
WA_092920_SMOT_50,CHUM,ht,0,0,NA,NA
WA_092920_SMOT_50,COHO,ht,0,0,NA,NA
WA_092920_SMOT_50,PALA,ht,0,0,NA,NA
WA_092920_SMOT_50,PINK,ht,0,0,NA,NA
WA_092920_SMOT_50,RNBT,ht,0,0,NA,NA
WA_092920_SMOT_50,SOCK,ht,0,0,NA,NA
WA_093020_CASC_02,BRKT,ht,0,0,NA,NA
WA_093020_CASC_02,BUL2,ht,0,0,0,0
WA_093020_CASC_02,CCUT,ht,0,0,NA,NA
WA_093020_CASC_02,CHIN,ht,0,0,NA,NA
WA_093020_CASC_02,CHUM,ht,0,0,NA,NA
WA_093020_CASC_02,COHO,ht,0,0,0,0
WA_093020_CASC_02,PALA,ht,0,0,0,0
WA_093020_CASC_02,PINK,ht,0,0,NA,NA
WA_093020_CASC_02,RNBT,ht,4,1,NA,NA
WA_093020_CASC_02,SOCK,ht,0,0,NA,NA
WA_093020_CASC_03,BRKT,ht,0,0,NA,NA
WA_093020_CASC_03,BUL2,ht,0,0,0,0
WA_093020_CASC_03,CCUT,ht,0,0,NA,NA
WA_093020_CASC_03,CHIN,ht,0,0,NA,NA
WA_093020_CASC_03,CHUM,ht,0,0,NA,NA
WA_093020_CASC_03,COHO,ht,0,0,NA,NA
WA_093020_CASC_03,PALA,ht,0,0,NA,NA
WA_093020_CASC_03,PINK,ht,0,0,NA,NA
WA_093020_CASC_03,RNBT,ht,4,1,NA,NA
WA_093020_CASC_03,SOCK,ht,0,0,NA,NA
WA_093020_CULC_12,BRKT,ht,4,1,NA,NA
WA_093020_CULC_12,BUL2,ht,0,0,0,0
WA_093020_CULC_12,CCUT,ht,0,0,NA,NA
WA_093020_CULC_12,CHIN,ht,0,0,NA,NA
WA_093020_CULC_12,CHUM,ht,0,0,NA,NA
WA_093020_CULC_12,COHO,ht,0,0,NA,NA
WA_093020_CULC_12,PALA,ht,0,0,0,0
WA_093020_CULC_12,PINK,ht,0,0,NA,NA
WA_093020_CULC_12,RNBT,ht,4,1,NA,NA
WA_093020_CULC_12,SOCK,ht,0,0,NA,NA
WA_093020_CULC_13,BRKT,ht,4,1,NA,NA
WA_093020_CULC_13,BUL2,ht,0,0,0,0
WA_093020_CULC_13,CCUT,ht,0,0,NA,NA
WA_093020_CULC_13,CHIN,ht,0,0,NA,NA
WA_093020_CULC_13,CHUM,ht,0,0,NA,NA
WA_093020_CULC_13,COHO,ht,0,0,NA,NA
WA_093020_CULC_13,PALA,ht,0,0,NA,NA
WA_093020_CULC_13,PINK,ht,1,0,NA,NA
WA_093020_CULC_13,RNBT,ht,4,1,NA,NA
WA_093020_CULC_13,SOCK,ht,0,0,NA,NA
WA_093020_CULC_14,BRKT,ht,4,1,NA,NA
WA_093020_CULC_14,BUL2,ht,1,0,2,1
WA_093020_CULC_14,CCUT,ht,0,0,NA,NA
WA_093020_CULC_14,CHIN,ht,0,0,NA,NA
WA_093020_CULC_14,CHUM,ht,0,0,NA,NA
WA_093020_CULC_14,COHO,ht,0,0,NA,NA
WA_093020_CULC_14,PALA,ht,0,0,NA,NA
WA_093020_CULC_14,PINK,ht,0,0,NA,NA
WA_093020_CULC_14,RNBT,ht,4,1,NA,NA
WA_093020_CULC_14,SOCK,ht,0,0,NA,NA
WA_093020_CULC_15,BRKT,ht,4,1,NA,NA
WA_093020_CULC_15,BUL2,ht,0,0,0,0
WA_093020_CULC_15,CCUT,ht,0,0,NA,NA
WA_093020_CULC_15,CHIN,ht,0,0,NA,NA
WA_093020_CULC_15,CHUM,ht,0,0,NA,NA
WA_093020_CULC_15,COHO,ht,0,0,NA,NA
WA_093020_CULC_15,PALA,ht,0,0,NA,NA
WA_093020_CULC_15,PINK,ht,0,0,NA,NA
WA_093020_CULC_15,RNBT,ht,4,1,NA,NA
WA_093020_CULC_15,SOCK,ht,0,0,NA,NA
WA_100220_CACT_08,BRKT,ht,0,0,NA,NA
WA_100220_CACT_08,BUL2,ht,0,0,0,0
WA_100220_CACT_08,CCUT,ht,0,0,NA,NA
WA_100220_CACT_08,CHIN,ht,0,0,NA,NA
WA_100220_CACT_08,CHUM,ht,0,0,NA,NA
WA_100220_CACT_08,COHO,ht,0,0,0,0
WA_100220_CACT_08,PALA,ht,0,0,NA,NA
WA_100220_CACT_08,PINK,ht,0,0,NA,NA
WA_100220_CACT_08,RNBT,ht,4,1,NA,NA
WA_100220_CACT_08,SOCK,ht,0,0,NA,NA
WA_100220_CASC_04,BRKT,ht,0,0,NA,NA
WA_100220_CASC_04,BUL2,ht,0,0,0,0
WA_100220_CASC_04,CCUT,ht,0,0,NA,NA
WA_100220_CASC_04,CHIN,ht,0,0,NA,NA
WA_100220_CASC_04,CHUM,ht,0,0,NA,NA
WA_100220_CASC_04,COHO,ht,0,0,NA,NA
WA_100220_CASC_04,PALA,ht,0,0,0,0
WA_100220_CASC_04,PINK,ht,0,0,NA,NA
WA_100220_CASC_04,RNBT,ht,4,1,NA,NA
WA_100220_CASC_04,SOCK,ht,0,0,NA,NA
WA_100220_LGOC_26,BRKT,ht,4,1,NA,NA
WA_100220_LGOC_26,BUL2,ht,0,0,0,0
WA_100220_LGOC_26,CCUT,ht,0,0,NA,NA
WA_100220_LGOC_26,CHIN,ht,0,0,NA,NA
WA_100220_LGOC_26,CHUM,ht,0,0,NA,NA
WA_100220_LGOC_26,COHO,ht,0,0,NA,NA
WA_100220_LGOC_26,PALA,ht,0,0,NA,NA
WA_100220_LGOC_26,PINK,ht,0,0,NA,NA
WA_100220_LGOC_26,RNBT,ht,0,0,NA,NA
WA_100220_LGOC_26,SOCK,ht,0,0,NA,NA
WA_100520_CASC_05,BRKT,ht,0,0,NA,NA
WA_100520_CASC_05,BUL2,ht,0,0,0,0
WA_100520_CASC_05,CCUT,ht,0,0,NA,NA
WA_100520_CASC_05,CHIN,ht,0,0,NA,NA
WA_100520_CASC_05,CHUM,ht,0,0,NA,NA
WA_100520_CASC_05,COHO,ht,0,0,NA,NA
WA_100520_CASC_05,PALA,ht,0,0,NA,NA
WA_100520_CASC_05,PINK,ht,0,0,NA,NA
WA_100520_CASC_05,RNBT,ht,4,1,NA,NA
WA_100520_CASC_05,SOCK,ht,0,0,NA,NA
WA_101520_CULC_16,BRKT,ht,0,0,NA,NA
WA_101520_CULC_16,BUL2,ht,0,0,0,0
WA_101520_CULC_16,CCUT,ht,0,0,NA,NA
WA_101520_CULC_16,CHIN,ht,0,0,NA,NA
WA_101520_CULC_16,CHUM,ht,0,0,NA,NA
WA_101520_CULC_16,COHO,ht,0,0,NA,NA
WA_101520_CULC_16,PALA,ht,0,0,NA,NA
WA_101520_CULC_16,PINK,ht,0,0,NA,NA
WA_101520_CULC_16,RNBT,ht,4,1,NA,NA
WA_101520_CULC_16,SOCK,ht,0,0,NA,NA
WA_101520_CULC_17,BRKT,ht,0,0,NA,NA
WA_101520_CULC_17,BUL2,ht,0,0,0,0
WA_101520_CULC_17,CCUT,ht,0,0,NA,NA
WA_101520_CULC_17,CHIN,ht,0,0,NA,NA
WA_101520_CULC_17,CHUM,ht,0,0,NA,NA
WA_101520_CULC_17,COHO,ht,0,0,NA,NA
WA_101520_CULC_17,PALA,ht,0,0,NA,NA
WA_101520_CULC_17,PINK,ht,0,0,NA,NA
WA_101520_CULC_17,RNBT,ht,0,0,NA,NA
WA_101520_CULC_17,SOCK,ht,0,0,NA,NA
WA_101620_CULC_11,BRKT,ht,0,0,NA,NA
WA_101620_CULC_11,BUL2,ht,0,0,0,0
WA_101620_CULC_11,CCUT,ht,0,0,NA,NA
WA_101620_CULC_11,CHIN,ht,0,0,NA,NA
WA_101620_CULC_11,CHUM,ht,0,0,NA,NA
WA_101620_CULC_11,COHO,ht,1,0,NA,NA
WA_101620_CULC_11,PALA,ht,1,0,NA,NA
WA_101620_CULC_11,PINK,ht,0,0,NA,NA
WA_101620_CULC_11,RNBT,ht,4,1,NA,NA
WA_101620_CULC_11,SOCK,ht,0,0,NA,NA
WA_080620_CLWC_24,BRKT,ht,0,0,0,0
WA_080620_CLWC_24,BUL2,ht,0,0,0,0
WA_080620_CLWC_24,CCUT,ht,0,0,NA,NA
WA_080620_CLWC_24,CHIN,ht,0,0,NA,NA
WA_080620_CLWC_24,CHUM,ht,0,0,NA,NA
WA_080620_CLWC_24,COHO,ht,0,0,NA,NA
WA_080620_CLWC_24,PALA,ht,0,0,NA,NA
WA_080620_CLWC_24,PINK,ht,0,0,NA,NA
WA_080620_CLWC_24,RNBT,ht,4,1,NA,NA
WA_080620_CLWC_24,SOCK,ht,0,0,NA,NA
WA_080820_CANC_15,BRKT,ht,0,0,0,0
WA_080820_CANC_15,BUL2,ht,4,1,3,1
WA_080820_CANC_15,CCUT,ht,0,0,NA,NA
WA_080820_CANC_15,CHIN,ht,4,1,NA,NA
WA_080820_CANC_15,CHUM,ht,0,0,NA,NA
WA_080820_CANC_15,COHO,ht,0,0,NA,NA
WA_080820_CANC_15,PALA,ht,0,0,NA,NA
WA_080820_CANC_15,PINK,ht,0,0,NA,NA
WA_080820_CANC_15,RNBT,ht,4,1,NA,NA
WA_080820_CANC_15,SOCK,ht,0,0,NA,NA
WA_080820_CASC_22,BRKT,ht,0,0,0,0
WA_080820_CASC_22,BUL2,ht,0,0,0,0
WA_080820_CASC_22,CCUT,ht,0,0,NA,NA
WA_080820_CASC_22,CHIN,ht,0,0,NA,NA
WA_080820_CASC_22,CHUM,ht,0,0,NA,NA
WA_080820_CASC_22,COHO,ht,0,0,NA,NA
WA_080820_CASC_22,PALA,ht,0,0,NA,NA
WA_080820_CASC_22,PINK,ht,0,0,NA,NA
WA_080820_CASC_22,RNBT,ht,0,0,NA,NA
WA_080820_CASC_22,SOCK,ht,0,0,NA,NA
WA_080820_CORC_28,BRKT,ht,0,0,0,0
WA_080820_CORC_28,BUL2,ht,4,1,3,1
WA_080820_CORC_28,CCUT,ht,0,0,NA,NA
WA_080820_CORC_28,CHIN,ht,0,0,NA,NA
WA_080820_CORC_28,CHUM,ht,0,0,NA,NA
WA_080820_CORC_28,COHO,ht,0,0,NA,NA
WA_080820_CORC_28,PALA,ht,0,0,NA,NA
WA_080820_CORC_28,PINK,ht,0,0,NA,NA
WA_080820_CORC_28,RNBT,ht,4,1,NA,NA
WA_080820_CORC_28,SOCK,ht,0,0,NA,NA
WA_080820_GALC_30,BRKT,ht,0,0,0,0
WA_080820_GALC_30,BUL2,ht,4,1,3,1
WA_080820_GALC_30,CCUT,ht,0,0,NA,NA
WA_080820_GALC_30,CHIN,ht,0,0,NA,NA
WA_080820_GALC_30,CHUM,ht,0,0,NA,NA
WA_080820_GALC_30,COHO,ht,4,1,3,1
WA_080820_GALC_30,PALA,ht,0,0,NA,NA
WA_080820_GALC_30,PINK,ht,0,0,NA,NA
WA_080820_GALC_30,RNBT,ht,4,1,NA,NA
WA_080820_GALC_30,SOCK,ht,0,0,NA,NA
WA_080820_GALC_31,BRKT,ht,0,0,0,0
WA_080820_GALC_31,BUL2,ht,4,1,3,1
WA_080820_GALC_31,CCUT,ht,0,0,NA,NA
WA_080820_GALC_31,CHIN,ht,0,0,NA,NA
WA_080820_GALC_31,CHUM,ht,0,0,NA,NA
WA_080820_GALC_31,COHO,ht,4,1,0,0
WA_080820_GALC_31,PALA,ht,0,0,NA,NA
WA_080820_GALC_31,PINK,ht,0,0,NA,NA
WA_080820_GALC_31,RNBT,ht,4,1,3,1
WA_080820_GALC_31,SOCK,ht,0,0,0,0
WA_080820_HEDC_32,BRKT,ht,0,0,0,0
WA_080820_HEDC_32,BUL2,ht,4,1,3,1
WA_080820_HEDC_32,CCUT,ht,4,1,NA,NA
WA_080820_HEDC_32,CHIN,ht,0,0,NA,NA
WA_080820_HEDC_32,CHUM,ht,0,0,NA,NA
WA_080820_HEDC_32,COHO,ht,0,0,0,0
WA_080820_HEDC_32,PALA,ht,0,0,NA,NA
WA_080820_HEDC_32,PINK,ht,0,0,NA,NA
WA_080820_HEDC_32,RNBT,ht,4,1,NA,NA
WA_080820_HEDC_32,SOCK,ht,0,0,NA,NA
WA_080920_BAGC_05,BRKT,ht,2,1,1,1
WA_080920_BAGC_05,BUL2,ht,0,0,0,0
WA_080920_BAGC_05,CCUT,ht,0,0,NA,NA
WA_080920_BAGC_05,CHIN,ht,0,0,NA,NA
WA_080920_BAGC_05,CHUM,ht,0,0,NA,NA
WA_080920_BAGC_05,COHO,ht,0,0,NA,NA
WA_080920_BAGC_05,PALA,ht,0,0,NA,NA
WA_080920_BAGC_05,PINK,ht,0,0,NA,NA
WA_080920_BAGC_05,RNBT,ht,0,0,NA,NA
WA_080920_BAGC_05,SOCK,ht,0,0,NA,NA
WA_080920_BAGC_06,BRKT,ht,4,1,3,1
WA_080920_BAGC_06,BUL2,ht,0,0,0,0
WA_080920_BAGC_06,CCUT,ht,0,0,NA,NA
WA_080920_BAGC_06,CHIN,ht,0,0,NA,NA
WA_080920_BAGC_06,CHUM,ht,0,0,NA,NA
WA_080920_BAGC_06,COHO,ht,0,0,NA,NA
WA_080920_BAGC_06,PALA,ht,0,0,NA,NA
WA_080920_BAGC_06,PINK,ht,0,0,NA,NA
WA_080920_BAGC_06,RNBT,ht,0,0,NA,NA
WA_080920_BAGC_06,SOCK,ht,0,0,NA,NA
WA_080920_BAGC_07,BRKT,ht,4,1,3,1
WA_080920_BAGC_07,BUL2,ht,0,0,0,0
WA_080920_BAGC_07,CCUT,ht,0,0,NA,NA
WA_080920_BAGC_07,CHIN,ht,0,0,NA,NA
WA_080920_BAGC_07,CHUM,ht,0,0,NA,NA
WA_080920_BAGC_07,COHO,ht,0,0,NA,NA
WA_080920_BAGC_07,PALA,ht,0,0,NA,NA
WA_080920_BAGC_07,PINK,ht,0,0,NA,NA
WA_080920_BAGC_07,RNBT,ht,4,1,NA,NA
WA_080920_BAGC_07,SOCK,ht,0,0,NA,NA
WA_080920_CLWC_25,BRKT,ht,0,0,0,0
WA_080920_CLWC_25,BUL2,ht,0,0,0,0
WA_080920_CLWC_25,CCUT,ht,0,0,NA,NA
WA_080920_CLWC_25,CHIN,ht,0,0,NA,NA
WA_080920_CLWC_25,CHUM,ht,0,0,NA,NA
WA_080920_CLWC_25,COHO,ht,0,0,0,0
WA_080920_CLWC_25,PALA,ht,0,0,NA,NA
WA_080920_CLWC_25,PINK,ht,0,0,NA,NA
WA_080920_CLWC_25,RNBT,ht,4,1,3,1
WA_080920_CLWC_25,SOCK,ht,0,0,0,0
WA_080920_CLWC_26,BRKT,ht,0,0,0,0
WA_080920_CLWC_26,BUL2,ht,0,0,0,0
WA_080920_CLWC_26,CCUT,ht,0,0,NA,NA
WA_080920_CLWC_26,CHIN,ht,0,0,NA,NA
WA_080920_CLWC_26,CHUM,ht,0,0,NA,NA
WA_080920_CLWC_26,COHO,ht,0,0,NA,NA
WA_080920_CLWC_26,PALA,ht,0,0,NA,NA
WA_080920_CLWC_26,PINK,ht,0,0,NA,NA
WA_080920_CLWC_26,RNBT,ht,4,1,NA,NA
WA_080920_CLWC_26,SOCK,ht,0,0,NA,NA
WA_080920_RAHC_69,BRKT,ht,0,0,0,0
WA_080920_RAHC_69,BUL2,ht,0,0,0,0
WA_080920_RAHC_69,CCUT,ht,0,0,NA,NA
WA_080920_RAHC_69,CHIN,ht,0,0,NA,NA
WA_080920_RAHC_69,CHUM,ht,0,0,NA,NA
WA_080920_RAHC_69,COHO,ht,0,0,NA,NA
WA_080920_RAHC_69,PALA,ht,0,0,NA,NA
WA_080920_RAHC_69,PINK,ht,0,0,NA,NA
WA_080920_RAHC_69,RNBT,ht,0,0,NA,NA
WA_080920_RAHC_69,SOCK,ht,0,0,NA,NA
WA_080920_UNMD_01,BRKT,ht,0,0,0,0
WA_080920_UNMD_01,BUL2,ht,0,0,0,0
WA_080920_UNMD_01,CCUT,ht,0,0,NA,NA
WA_080920_UNMD_01,CHIN,ht,0,0,NA,NA
WA_080920_UNMD_01,CHUM,ht,0,0,NA,NA
WA_080920_UNMD_01,COHO,ht,0,0,NA,NA
WA_080920_UNMD_01,PALA,ht,0,0,NA,NA
WA_080920_UNMD_01,PINK,ht,0,0,NA,NA
WA_080920_UNMD_01,RNBT,ht,0,0,NA,NA
WA_080920_UNMD_01,SOCK,ht,0,0,NA,NA
WA_081520_CANC_14,BRKT,ht,0,0,0,0
WA_081520_CANC_14,BUL2,ht,0,0,0,0
WA_081520_CANC_14,CCUT,ht,0,0,NA,NA
WA_081520_CANC_14,CHIN,ht,0,0,NA,NA
WA_081520_CANC_14,CHUM,ht,0,0,NA,NA
WA_081520_CANC_14,COHO,ht,0,0,NA,NA
WA_081520_CANC_14,PALA,ht,0,0,NA,NA
WA_081520_CANC_14,PINK,ht,0,0,NA,NA
WA_081520_CANC_14,RNBT,ht,0,0,NA,NA
WA_081520_CANC_14,SOCK,ht,0,0,NA,NA
WA_081520_CANC_18,BRKT,ht,0,0,0,0
WA_081520_CANC_18,BUL2,ht,0,0,0,0
WA_081520_CANC_18,CCUT,ht,4,1,NA,NA
WA_081520_CANC_18,CHIN,ht,0,0,NA,NA
WA_081520_CANC_18,CHUM,ht,0,0,NA,NA
WA_081520_CANC_18,COHO,ht,0,0,NA,NA
WA_081520_CANC_18,PALA,ht,0,0,NA,NA
WA_081520_CANC_18,PINK,ht,0,0,NA,NA
WA_081520_CANC_18,RNBT,ht,1,0,0,0
WA_081520_CANC_18,SOCK,ht,0,0,NA,NA
WA_081520_CANC_21,BRKT,ht,0,0,0,0
WA_081520_CANC_21,BUL2,ht,0,0,0,0
WA_081520_CANC_21,CCUT,ht,0,0,0,0
WA_081520_CANC_21,CHIN,ht,0,0,NA,NA
WA_081520_CANC_21,CHUM,ht,0,0,NA,NA
WA_081520_CANC_21,COHO,ht,0,0,NA,NA
WA_081520_CANC_21,PALA,ht,0,0,NA,NA
WA_081520_CANC_21,PINK,ht,0,0,NA,NA
WA_081520_CANC_21,RNBT,ht,0,0,NA,NA
WA_081520_CANC_21,SOCK,ht,0,0,NA,NA
WA_081520_DEHC_29,BRKT,ht,0,0,0,0
WA_081520_DEHC_29,BUL2,ht,0,0,0,0
WA_081520_DEHC_29,CCUT,ht,0,0,NA,NA
WA_081520_DEHC_29,CHIN,ht,0,0,NA,NA
WA_081520_DEHC_29,CHUM,ht,0,0,NA,NA
WA_081520_DEHC_29,COHO,ht,0,0,NA,NA
WA_081520_DEHC_29,PALA,ht,0,0,NA,NA
WA_081520_DEHC_29,PINK,ht,0,0,NA,NA
WA_081520_DEHC_29,RNBT,ht,4,1,3,1
WA_081520_DEHC_29,SOCK,ht,0,0,0,0
WA_081620_CANC_17,BRKT,ht,0,0,0,0
WA_081620_CANC_17,BUL2,ht,0,0,0,0
WA_081620_CANC_17,CCUT,ht,0,0,NA,NA
WA_081620_CANC_17,CHIN,ht,0,0,NA,NA
WA_081620_CANC_17,CHUM,ht,0,0,NA,NA
WA_081620_CANC_17,COHO,ht,0,0,NA,NA
WA_081620_CANC_17,PALA,ht,0,0,NA,NA
WA_081620_CANC_17,PINK,ht,0,0,NA,NA
WA_081620_CANC_17,RNBT,ht,0,0,NA,NA
WA_081620_CANC_17,SOCK,ht,0,0,NA,NA
WA_081820_BOUC_11,BRKT,ht,0,0,0,0
WA_081820_BOUC_11,BUL2,ht,0,0,0,0
WA_081820_BOUC_11,CCUT,ht,0,0,NA,NA
WA_081820_BOUC_11,CHIN,ht,0,0,NA,NA
WA_081820_BOUC_11,CHUM,ht,0,0,NA,NA
WA_081820_BOUC_11,COHO,ht,0,0,NA,NA
WA_081820_BOUC_11,PALA,ht,0,0,NA,NA
WA_081820_BOUC_11,PINK,ht,0,0,NA,NA
WA_081820_BOUC_11,RNBT,ht,4,1,NA,NA
WA_081820_BOUC_11,SOCK,ht,0,0,NA,NA
WA_081820_CASC_23,BRKT,ht,0,0,0,0
WA_081820_CASC_23,BUL2,ht,0,0,0,0
WA_081820_CASC_23,CCUT,ht,0,0,NA,NA
WA_081820_CASC_23,CHIN,ht,0,0,NA,NA
WA_081820_CASC_23,CHUM,ht,0,0,NA,NA
WA_081820_CASC_23,COHO,ht,0,0,NA,NA
WA_081820_CASC_23,PALA,ht,0,0,NA,NA
WA_081820_CASC_23,PINK,ht,0,0,NA,NA
WA_081820_CASC_23,RNBT,ht,0,0,NA,NA
WA_081820_CASC_23,SOCK,ht,0,0,NA,NA
WA_081920_HUTC_36,BRKT,ht,0,0,1,1
WA_081920_HUTC_36,BUL2,ht,0,0,0,0
WA_081920_HUTC_36,CCUT,ht,4,1,NA,NA
WA_081920_HUTC_36,CHIN,ht,0,0,NA,NA
WA_081920_HUTC_36,CHUM,ht,0,0,NA,NA
WA_081920_HUTC_36,COHO,ht,4,1,NA,NA
WA_081920_HUTC_36,PALA,ht,0,0,NA,NA
WA_081920_HUTC_36,PINK,ht,0,0,NA,NA
WA_081920_HUTC_36,RNBT,ht,4,1,NA,NA
WA_081920_HUTC_36,SOCK,ht,0,0,NA,NA
WA_081920_HUTC_37,BRKT,ht,0,0,0,0
WA_081920_HUTC_37,BUL2,ht,0,0,0,0
WA_081920_HUTC_37,CCUT,ht,0,0,0,0
WA_081920_HUTC_37,CHIN,ht,0,0,NA,NA
WA_081920_HUTC_37,CHUM,ht,0,0,NA,NA
WA_081920_HUTC_37,COHO,ht,4,1,NA,NA
WA_081920_HUTC_37,PALA,ht,0,0,NA,NA
WA_081920_HUTC_37,PINK,ht,0,0,NA,NA
WA_081920_HUTC_37,RNBT,ht,4,1,NA,NA
WA_081920_HUTC_37,SOCK,ht,0,0,NA,NA
WA_081920_HUTC_38,BRKT,ht,0,0,0,0
WA_081920_HUTC_38,BUL2,ht,0,0,0,0
WA_081920_HUTC_38,CCUT,ht,0,0,0,0
WA_081920_HUTC_38,CHIN,ht,0,0,NA,NA
WA_081920_HUTC_38,CHUM,ht,0,0,NA,NA
WA_081920_HUTC_38,COHO,ht,0,0,NA,NA
WA_081920_HUTC_38,PALA,ht,0,0,NA,NA
WA_081920_HUTC_38,PINK,ht,0,0,NA,NA
WA_081920_HUTC_38,RNBT,ht,4,1,NA,NA
WA_081920_HUTC_38,SOCK,ht,0,0,NA,NA
WA_081920_HUTC_39,BRKT,ht,4,1,3,1
